variable,relative_importance,scaled_importance,percentage
mol_1_Mor15m,85.57977294921875,0.026087603833998968,0.0005107463212601656
mol_2_Mor21v,85.3770751953125,0.02602581471584969,0.0005095366062940281
mol_2_Mor03m,85.03216552734375,0.02592067460544271,0.0005074781602616154
mol_1_Mor23v,84.97760772705078,0.02590404354612754,0.0005071525553337756
mol_1_Mor18m,84.75326538085938,0.025835656425562216,0.0005058136638636132
mol_2_Mor22v,84.57899475097656,0.02578253285447046,0.0005047736040451658
mol_1_Mor13,84.4532699584961,0.02574420769345036,0.0005040232693219281
mol_2_Mor18p,84.33902740478516,0.025709382706429612,0.0005033414614363913
mol_2_Mor31,84.3360824584961,0.025708484987383932,0.0005033238857823364
mol_1_Mor24se,84.23639678955078,0.025678097430257372,0.0005027289544458582
